seller_ID;price;card_ID;card_condition;language;is_foiled;amount;date_ID
1383;1.0;1;Near Mint;English;False;2;34
181;1.0;1;Near Mint;English;False;1;34
5999;1.0;1;Near Mint;English;False;1;34
5926;1.0;1;Near Mint;English;False;1;34
4866;1.0;1;Near Mint;English;False;3;34
182;1.0;1;Near Mint;English;False;2;34
6958;1.0;1;Near Mint;English;False;2;34
590;1.05;1;Near Mint;English;False;1;34
2001;1.05;1;Excellent;English;False;1;34
184;1.09;1;Near Mint;Japanese;False;7;34
453;1.16;1;Excellent;English;False;3;34
93;1.18;1;Near Mint;English;False;1;34
164;1.24;1;Near Mint;English;False;4;34
190;1.24;1;Excellent;English;False;2;34
133;1.25;1;Near Mint;English;False;8;34
162;1.25;1;Near Mint;S-Chinese;False;1;34
135;1.25;1;Near Mint;English;False;13;34
136;1.25;1;Near Mint;English;False;8;34
660;1.25;1;Near Mint;English;False;5;34
4870;1.25;1;Near Mint;English;False;14;34
5858;1.25;1;Near Mint;English;False;1;34
145;1.26;1;Near Mint;English;False;16;34
146;1.26;1;Near Mint;English;False;2;34
149;1.31;1;Near Mint;English;False;1;34
1033;1.4;1;Near Mint;English;False;4;34
453;1.41;1;Excellent;English;False;2;34
61;1.42;1;Excellent;English;False;8;34
453;1.43;1;Near Mint;English;False;2;34
6754;1.44;1;Near Mint;English;False;9;34
190;1.48;1;Near Mint;English;False;4;34
134;1.49;1;Near Mint;English;False;20;34
162;1.49;1;Near Mint;English;False;1;34
165;1.49;1;Near Mint;English;False;4;34
135;1.5;1;Near Mint;English;False;40;34
627;1.5;1;Near Mint;English;False;2;34
4864;1.5;1;Near Mint;English;False;4;34
124;1.59;1;Excellent;English;False;4;34
188;1.63;1;Near Mint;English;False;4;34
453;1.68;1;Near Mint;English;False;4;34
4872;1.85;1;Near Mint;English;False;1;34
194;1.87;1;Near Mint;English;False;2;34
93;1.88;1;Near Mint;English;False;1;34
147;1.94;1;Near Mint;English;False;1;34
133;1.95;1;Near Mint;English;False;8;34
136;1.95;1;Near Mint;English;False;8;34
193;1.99;1;Near Mint;English;False;4;34
134;1.99;1;Near Mint;English;False;25;34
169;1.99;1;Near Mint;English;False;4;34
6144;1.99;1;Near Mint;English;False;4;34
178;2.0;1;Near Mint;English;False;1;34
5063;2.0;1;Near Mint;English;False;4;34
153;2.35;1;Near Mint;English;False;3;34
191;2.49;1;Excellent;English;False;1;34
196;2.5;1;Near Mint;English;False;1;34
191;2.99;1;Near Mint;English;False;4;34
660;2.99;1;Near Mint;English;False;5;34
196;5.0;1;Near Mint;English;False;3;34
5905;10.0;1;Near Mint;English;True;1;34
5911;10.0;1;Near Mint;English;True;1;34
6702;11.49;1;Near Mint;English;True;1;34
204;12.99;1;Near Mint;English;True;2;34
2680;13.99;1;Near Mint;English;True;1;34
2460;14.0;1;Near Mint;English;True;1;34
168;14.99;1;Near Mint;Japanese;True;1;34
132;15.25;1;Excellent;English;True;2;34
204;15.5;1;Near Mint;English;True;4;34
4875;16.0;1;Near Mint;English;True;1;34
136;16.95;1;Near Mint;English;True;2;34
6617;17.91;1;Near Mint;English;True;1;34
205;20.0;1;Excellent;English;False;1;34
104;22.0;1;Mint;English;True;1;34
4876;25.0;1;Near Mint;Japanese;True;1;34
4879;0.02;2;Near Mint;English;False;2;34
3824;0.08;2;Near Mint;English;False;1;34
210;0.02;2;Near Mint;English;False;1;34
5017;0.02;2;Near Mint;English;False;1;34
4958;0.02;2;Mint;English;False;1;34
21;0.03;2;Near Mint;English;False;4;34
832;0.03;2;Near Mint;English;False;2;34
4592;0.04;2;Near Mint;English;False;1;34
1286;0.05;2;Near Mint;English;False;3;34
216;0.05;2;Near Mint;English;False;2;34
217;0.05;2;Near Mint;English;False;1;34
219;0.05;2;Near Mint;English;False;1;34
221;0.05;2;Near Mint;English;False;1;34
223;0.05;2;Near Mint;English;False;2;34
225;0.05;2;Near Mint;English;False;1;34
222;0.05;2;Near Mint;English;False;1;34
785;0.05;2;Near Mint;English;False;1;34
325;0.05;2;Near Mint;English;False;2;34
4850;0.05;2;Near Mint;English;False;3;34
228;0.05;2;Excellent;English;False;1;34
227;0.05;2;Excellent;English;False;1;34
226;0.05;2;Near Mint;English;False;2;34
5576;0.05;2;Near Mint;English;False;1;34
481;0.05;2;Near Mint;English;False;2;34
4487;0.05;2;Excellent;English;False;1;34
230;0.05;2;Excellent;English;False;1;34
229;0.05;2;Near Mint;English;False;1;34
6925;0.05;2;Near Mint;English;False;1;34
231;0.07;2;Excellent;English;False;2;34
233;0.08;2;Near Mint;English;False;2;34
3;0.08;2;Near Mint;English;False;1;34
1;0.08;2;Near Mint;English;False;1;34
2161;0.09;2;Excellent;English;False;5;34
234;0.09;2;Near Mint;English;False;2;34
241;0.1;2;Near Mint;English;False;1;34
243;0.1;2;Near Mint;English;False;2;34
244;0.1;2;Near Mint;English;False;2;34
245;0.1;2;Near Mint;English;False;1;34
246;0.1;2;Near Mint;English;False;1;34
248;0.1;2;Excellent;English;False;1;34
252;0.1;2;Near Mint;English;False;3;34
22;0.1;2;Near Mint;English;False;11;34
250;0.1;2;Near Mint;English;False;1;34
254;0.1;2;Near Mint;English;False;2;34
1300;0.1;2;Near Mint;English;False;2;34
255;0.1;2;Near Mint;English;False;1;34
258;0.1;2;Near Mint;English;False;1;34
256;0.1;2;Near Mint;English;False;1;34
257;0.1;2;Near Mint;English;False;1;34
70;0.1;2;Near Mint;English;False;3;34
263;0.1;2;Near Mint;English;False;2;34
6953;0.1;2;Near Mint;English;False;4;34
259;0.1;2;Near Mint;English;False;5;34
2011;0.1;2;Near Mint;English;False;1;34
6023;0.1;2;Near Mint;English;False;1;34
1646;0.1;2;Near Mint;English;False;1;34
264;0.1;2;Near Mint;English;False;2;34
261;0.1;2;Near Mint;English;False;1;34
267;0.1;2;Excellent;English;False;4;34
266;0.1;2;Near Mint;English;False;2;34
76;0.1;2;Near Mint;English;False;1;34
6731;0.1;2;Near Mint;English;False;4;34
269;0.4;2;Near Mint;English;False;1;34
4853;0.1;2;Excellent;English;False;2;34
270;0.1;2;Near Mint;English;False;2;34
79;0.1;2;Near Mint;English;False;1;34
272;0.1;2;Near Mint;English;False;1;34
6843;0.1;2;Near Mint;English;False;1;34
273;0.1;2;Near Mint;English;False;2;34
274;0.1;2;Near Mint;English;False;1;34
5046;0.1;2;Near Mint;English;False;1;34
6150;0.1;2;Near Mint;English;False;1;34
277;0.1;2;Near Mint;English;False;2;34
278;0.11;2;Near Mint;English;False;3;34
6754;0.44;2;Near Mint;English;False;1;34
280;0.11;2;Near Mint;English;False;3;34
5893;0.11;2;Near Mint;English;False;1;34
281;0.11;2;Near Mint;English;False;1;34
283;0.13;2;Near Mint;English;False;33;34
284;0.12;2;Near Mint;English;False;3;34
285;0.12;2;Near Mint;English;False;1;34
286;0.5;2;Near Mint;English;False;7;34
67;0.5;2;Near Mint;English;False;1;34
287;0.13;2;Near Mint;English;False;2;34
288;0.13;2;Near Mint;English;False;2;34
297;0.14;2;Near Mint;English;False;11;34
2161;0.14;2;Near Mint;English;False;1;34
339;0.14;2;Near Mint;English;False;2;34
289;0.14;2;Near Mint;English;False;1;34
269;0.14;2;Near Mint;English;False;2;34
291;0.14;2;Near Mint;English;False;2;34
4888;0.14;2;Near Mint;English;False;1;34
237;0.59;2;Near Mint;English;False;3;34
6639;0.59;2;Near Mint;English;False;1;34
295;0.15;2;Near Mint;English;False;2;34
282;0.15;2;Near Mint;English;False;3;34
298;0.15;2;Near Mint;English;False;30;34
890;0.15;2;Near Mint;English;False;1;34
6066;0.15;2;Near Mint;English;False;2;34
63;0.15;2;Near Mint;English;False;7;34
301;0.15;2;Near Mint;English;False;2;34
302;0.15;2;Near Mint;English;False;2;34
305;0.15;2;Near Mint;English;False;1;34
304;0.15;2;Near Mint;English;False;1;34
90;0.15;2;Near Mint;English;False;7;34
306;0.15;2;Near Mint;English;False;4;34
307;0.15;2;Near Mint;English;False;8;34
308;0.15;2;Near Mint;English;False;3;34
310;0.15;2;Near Mint;English;False;1;34
312;0.15;2;Near Mint;English;False;1;34
311;0.15;2;Near Mint;English;False;1;34
530;0.15;2;Excellent;English;False;2;34
4885;0.15;2;Near Mint;English;False;1;34
260;0.15;2;Near Mint;English;False;4;34
2599;0.15;2;Near Mint;English;False;4;34
4431;0.15;2;Near Mint;English;False;1;34
315;0.15;2;Near Mint;English;False;1;34
316;0.15;2;Near Mint;English;False;1;34
77;0.15;2;Near Mint;English;False;1;34
75;0.15;2;Near Mint;English;False;1;34
4886;0.15;2;Near Mint;English;False;9;34
27;0.15;2;Near Mint;English;False;2;34
285;0.15;2;Near Mint;English;False;1;34
48;0.15;2;Near Mint;English;False;1;34
2336;0.15;2;Near Mint;English;False;1;34
317;0.15;2;Near Mint;English;False;1;34
129;0.15;2;Near Mint;English;False;2;34
320;0.15;2;Near Mint;English;False;2;34
321;0.15;2;Mint;English;False;1;34
34;0.16;2;Near Mint;English;False;2;34
324;0.16;2;Near Mint;English;False;2;34
326;0.16;2;Near Mint;English;False;1;34
327;0.16;2;Near Mint;English;False;4;34
328;0.17;2;Near Mint;English;False;6;34
6755;0.17;2;Near Mint;English;False;5;34
120;0.17;2;Near Mint;English;False;1;34
204;0.18;2;Near Mint;English;False;2;34
330;0.18;2;Near Mint;English;False;6;34
56;0.18;2;Near Mint;English;False;4;34
331;0.18;2;Near Mint;English;False;1;34
4887;0.18;2;Near Mint;English;False;4;34
333;0.19;2;Near Mint;English;False;1;34
9;0.18;2;Near Mint;English;False;9;34
5249;0.18;2;Near Mint;English;False;1;34
2925;0.19;2;Near Mint;English;False;4;34
335;0.19;2;Near Mint;English;False;2;34
39;0.19;2;Near Mint;English;False;1;34
337;0.19;2;Excellent;English;False;1;34
336;0.19;2;Near Mint;English;False;7;34
14;0.19;2;Near Mint;English;False;5;34
1271;0.19;2;Near Mint;English;False;4;34
6754;0.19;2;Near Mint;English;False;2;34
340;0.19;2;Near Mint;English;False;1;34
341;0.19;2;Near Mint;English;False;4;34
5568;0.19;2;Near Mint;English;False;3;34
345;0.19;2;Near Mint;English;False;3;34
389;0.19;2;Near Mint;English;False;1;34
4960;0.19;2;Near Mint;English;False;1;34
346;0.19;2;Near Mint;English;False;4;34
4888;0.19;2;Near Mint;English;False;3;34
6540;0.19;2;Near Mint;English;False;1;34
4603;0.19;2;Near Mint;English;False;2;34
349;0.2;2;Mint;English;False;4;34
4889;0.2;2;Near Mint;English;False;1;34
352;0.2;2;Near Mint;English;False;1;34
735;0.2;2;Excellent;English;False;7;34
4860;0.2;2;Near Mint;English;False;8;34
19;0.2;2;Near Mint;English;False;8;34
19;0.2;2;Near Mint;English;False;10;34
405;0.2;2;Excellent;English;False;4;34
356;0.2;2;Near Mint;English;False;3;34
357;0.2;2;Near Mint;English;False;5;34
300;0.2;2;Near Mint;English;False;1;34
359;0.2;2;Near Mint;English;False;5;34
360;0.2;2;Near Mint;English;False;4;34
20;0.2;2;Near Mint;English;False;6;34
361;0.2;2;Near Mint;English;False;8;34
369;0.2;2;Near Mint;English;False;2;34
362;0.2;2;Near Mint;English;False;3;34
1214;0.2;2;Near Mint;English;False;17;34
68;0.2;2;Near Mint;English;False;4;34
363;0.2;2;Near Mint;English;False;1;34
364;0.2;2;Near Mint;English;False;1;34
365;0.2;2;Near Mint;English;False;1;34
371;0.2;2;Near Mint;English;False;3;34
71;0.2;2;Near Mint;English;False;4;34
374;0.2;2;Near Mint;English;False;1;34
74;0.2;2;Excellent;English;False;5;34
375;0.2;2;Near Mint;English;False;1;34
73;0.2;2;Mint;English;False;6;34
747;0.2;2;Near Mint;English;False;3;34
41;0.2;2;Near Mint;English;False;2;34
75;0.2;2;Near Mint;English;False;1;34
377;0.2;2;Near Mint;English;False;2;34
378;0.2;2;Near Mint;English;False;2;34
13;0.2;2;Near Mint;English;False;2;34
3565;0.2;2;Near Mint;English;False;1;34
380;0.2;2;Near Mint;English;False;1;34
4890;0.2;2;Near Mint;English;False;2;34
381;0.2;2;Near Mint;English;False;2;34
108;0.2;2;Excellent;English;False;2;34
3992;0.2;2;Near Mint;English;False;4;34
109;0.2;2;Near Mint;English;False;3;34
87;0.2;2;Near Mint;English;False;10;34
318;0.2;2;Near Mint;English;False;1;34
384;0.2;2;Good;English;False;1;34
6978;0.2;2;Near Mint;English;False;1;34
5816;0.2;2;Near Mint;English;False;3;34
4891;0.2;2;Near Mint;English;False;1;34
322;0.2;2;Near Mint;English;False;1;34
385;0.21;2;Near Mint;English;False;1;34
386;0.21;2;Mint;English;False;1;34
423;0.22;2;Near Mint;English;False;11;34
75;0.22;2;Near Mint;English;False;1;34
123;0.22;2;Near Mint;English;False;4;34
185;0.24;2;Near Mint;English;False;4;34
57;0.23;2;Excellent;English;False;2;34
25;0.23;2;Excellent;English;False;2;34
47;0.23;2;Mint;English;False;3;34
391;0.23;2;Near Mint;English;False;1;34
392;0.24;2;Near Mint;English;False;1;34
55;0.24;2;Near Mint;English;False;3;34
55;0.24;2;Near Mint;English;False;1;34
6494;0.24;2;Excellent;English;False;1;34
394;0.24;2;Near Mint;English;False;2;34
4872;0.24;2;Near Mint;English;False;4;34
395;0.25;2;Excellent;English;False;4;34
6464;0.24;2;Excellent;English;False;1;34
396;0.25;2;Near Mint;Japanese;False;1;34
136;0.25;2;Near Mint;English;False;8;34
463;0.25;2;Excellent;English;False;2;34
33;0.25;2;Excellent;English;False;32;34
33;0.25;2;Good;English;False;1;34
33;0.25;2;Excellent;English;False;21;34
687;0.25;2;Near Mint;English;False;1;34
397;0.25;2;Near Mint;English;False;4;34
403;0.25;2;Near Mint;English;False;1;34
114;0.25;2;Near Mint;English;False;3;34
177;0.25;2;Excellent;English;False;8;34
407;0.25;2;Excellent;English;False;8;34
115;0.25;2;Near Mint;English;False;3;34
5;0.25;2;Excellent;S-Chinese;False;1;34
410;0.25;2;Near Mint;English;False;1;34
411;0.25;2;Near Mint;English;False;7;34
121;1.0;2;Near Mint;English;False;1;34
412;0.25;2;Near Mint;English;False;2;34
118;0.25;2;Near Mint;English;False;1;34
236;0.25;2;Near Mint;English;False;9;34
368;0.25;2;Near Mint;English;False;1;34
414;0.25;2;Near Mint;English;False;1;34
413;0.25;2;Near Mint;English;False;1;34
4893;0.25;2;Near Mint;English;False;1;34
40;0.25;2;Near Mint;English;False;10;34
75;0.25;2;Near Mint;English;False;1;34
654;0.25;2;Near Mint;English;False;1;34
390;0.25;2;Near Mint;English;False;1;34
95;0.25;2;Near Mint;English;False;1;34
106;0.25;2;Near Mint;English;False;12;34
416;0.25;2;Near Mint;English;False;1;34
107;0.25;2;Near Mint;English;False;1;34
4868;0.25;2;Near Mint;English;False;3;34
4894;0.25;2;Excellent;English;False;2;34
415;0.25;2;Excellent;English;False;1;34
418;0.25;2;Near Mint;English;False;1;34
6407;0.25;2;Near Mint;English;False;1;34
419;0.25;2;Excellent;English;False;1;34
420;0.26;2;Near Mint;English;False;2;34
159;0.27;2;Near Mint;English;False;30;34
422;0.28;2;Near Mint;English;False;37;34
329;0.28;2;Near Mint;English;False;8;34
153;0.29;2;Near Mint;English;False;20;34
165;0.29;2;Near Mint;English;False;4;34
170;0.29;2;Near Mint;English;False;4;34
4097;0.29;2;Near Mint;English;False;3;34
3496;0.29;2;Near Mint;English;False;1;34
193;0.3;2;Excellent;English;False;1;34
633;0.3;2;Near Mint;English;False;4;34
425;0.3;2;Near Mint;English;False;2;34
4895;0.3;2;Near Mint;English;False;1;34
105;0.3;2;Near Mint;English;False;16;34
427;0.3;2;Near Mint;English;False;4;34
428;0.3;2;Near Mint;English;False;3;34
75;0.3;2;Near Mint;English;False;1;34
429;0.3;2;Near Mint;English;False;2;34
430;0.3;2;Near Mint;English;False;1;34
113;0.3;2;Excellent;English;False;2;34
183;0.32;2;Near Mint;English;False;30;34
149;0.32;2;Near Mint;English;False;1;34
153;0.34;2;Excellent;English;False;20;34
432;0.34;2;Near Mint;English;False;3;34
163;0.35;2;Near Mint;English;False;6;34
433;0.35;2;Excellent;English;False;8;34
590;0.35;2;Near Mint;English;False;1;34
114;0.35;2;Near Mint;English;False;11;34
147;0.35;2;Excellent;English;False;3;34
148;0.35;2;Near Mint;English;False;4;34
5147;0.35;2;Excellent;English;False;5;34
93;0.35;2;Near Mint;English;False;4;34
434;0.35;2;Near Mint;English;False;1;34
435;0.35;2;Near Mint;English;False;2;34
107;0.35;2;Near Mint;English;False;1;34
436;0.35;2;Near Mint;English;False;1;34
182;0.35;2;Near Mint;English;False;2;34
146;0.37;2;Near Mint;English;False;1;34
437;0.37;2;Near Mint;English;False;1;34
186;0.37;2;Near Mint;English;False;3;34
439;0.38;2;Mint;English;False;1;34
125;0.39;2;Mint;English;False;4;34
204;0.39;2;Near Mint;English;False;2;34
441;0.39;2;Near Mint;English;False;1;34
193;0.4;2;Near Mint;English;False;12;34
153;0.4;2;Excellent;English;False;12;34
760;0.4;2;Near Mint;English;False;5;34
988;0.4;2;Near Mint;English;False;2;34
103;0.4;2;Near Mint;English;False;17;34
442;0.4;2;Near Mint;English;False;4;34
443;0.4;2;Near Mint;English;False;2;34
444;0.4;2;Near Mint;English;False;1;34
82;0.4;2;Near Mint;English;False;1;34
445;0.4;2;Near Mint;English;False;1;34
155;0.45;2;Near Mint;English;False;2;34
446;0.45;2;Near Mint;English;False;4;34
447;0.45;2;Near Mint;English;False;1;34
6563;0.45;2;Near Mint;English;False;4;34
448;0.48;2;Near Mint;English;False;3;34
394;0.48;2;Near Mint;English;False;2;34
52;0.49;2;Near Mint;English;False;8;34
191;0.49;2;Near Mint;English;False;4;34
164;0.49;2;Near Mint;English;False;4;34
167;0.49;2;Near Mint;English;False;4;34
169;0.49;2;Near Mint;English;False;4;34
188;0.49;2;Near Mint;English;False;1;34
451;0.49;2;Near Mint;English;False;4;34
451;0.49;2;Near Mint;English;False;1;34
451;0.49;2;Near Mint;English;False;2;34
449;0.49;2;Good;English;False;3;34
452;0.49;2;Near Mint;English;False;2;34
194;0.5;2;Near Mint;English;False;3;34
660;0.5;2;Near Mint;English;False;5;34
454;0.5;2;Near Mint;English;False;4;34
455;0.5;2;Near Mint;English;False;21;34
152;0.5;2;Near Mint;English;False;4;34
175;0.5;2;Excellent;English;False;4;34
456;0.5;2;Near Mint;English;False;9;34
75;0.5;2;Near Mint;English;False;1;34
459;0.5;2;Near Mint;English;False;1;34
460;0.5;2;Near Mint;English;False;1;34
1463;0.55;2;Near Mint;English;False;4;34
124;0.59;2;Near Mint;English;False;4;34
193;0.65;2;Near Mint;English;False;12;34
6144;0.75;2;Near Mint;English;False;4;34
174;0.85;2;Near Mint;English;False;4;34
464;0.99;2;Excellent;English;False;6;34
453;1.0;2;Near Mint;English;False;1;34
453;1.0;2;Excellent;English;False;8;34
174;1.0;2;Near Mint;English;False;4;34
466;1.0;2;Near Mint;English;False;1;34
467;1.0;2;Near Mint;English;False;1;34
471;1.2;2;Near Mint;English;True;1;34
473;1.5;2;Good;English;True;1;34
474;1.9;2;Near Mint;English;True;1;34
4477;1.99;2;Near Mint;English;True;1;34
476;2.0;2;Good;English;True;1;34
6878;2.0;2;Near Mint;English;True;1;34
475;2.4;2;Near Mint;English;True;1;34
164;2.43;2;Poor;English;True;1;34
470;2.45;2;Excellent;English;True;1;34
4900;2.49;2;Near Mint;English;True;1;34
844;2.5;2;Near Mint;English;True;1;34
6148;2.5;2;Near Mint;English;True;1;34
132;2.59;2;Excellent;English;True;1;34
252;2.75;2;Near Mint;English;True;1;34
1782;2.8;2;Near Mint;English;True;1;34
4901;2.89;2;Excellent;English;True;2;34
735;2.95;2;Near Mint;English;True;1;34
55;2.95;2;Near Mint;English;True;1;34
100;3.0;2;Near Mint;English;True;1;34
477;3.0;2;Near Mint;English;True;1;34
480;3.0;2;Mint;English;True;1;34
377;3.2;2;Near Mint;English;True;1;34
164;3.24;2;Near Mint;English;True;1;34
432;3.55;2;Near Mint;English;True;1;34
481;3.9;2;Near Mint;English;True;1;34
165;3.99;2;Near Mint;English;True;1;34
3609;4.0;2;Near Mint;English;True;1;34
196;4.0;2;Near Mint;English;False;5;34
474;8.5;2;Near Mint;English;True;1;34
486;0.1;3;Near Mint;English;False;3;34
6371;0.1;3;Near Mint;English;False;1;34
490;0.15;3;Near Mint;English;False;1;34
256;0.15;3;Near Mint;English;False;2;34
491;0.15;3;Near Mint;English;False;1;34
492;0.15;3;Near Mint;English;False;2;34
713;0.15;3;Near Mint;English;False;1;34
494;0.15;3;Near Mint;English;False;1;34
495;0.15;3;Near Mint;English;False;1;34
7007;0.15;3;Near Mint;English;False;1;34
10;0.15;3;Near Mint;English;False;2;34
500;0.15;3;Near Mint;English;False;1;34
499;0.15;3;Near Mint;English;False;1;34
502;0.15;3;Near Mint;English;False;1;34
19;0.16;3;Near Mint;English;False;3;34
17;0.18;3;Near Mint;English;False;1;34
6154;0.18;3;Near Mint;English;False;1;34
509;0.19;3;Near Mint;English;False;1;34
324;0.19;3;Near Mint;English;False;1;34
510;0.19;3;Near Mint;English;False;1;34
511;0.19;3;Near Mint;English;False;1;34
454;0.2;3;Poor;English;False;1;34
512;0.2;3;Near Mint;English;False;4;34
242;0.2;3;Near Mint;English;False;6;34
3288;0.2;3;Near Mint;English;False;1;34
515;0.2;3;Excellent;English;False;1;34
575;0.2;3;Near Mint;English;False;1;34
516;0.2;3;Near Mint;English;False;1;34
517;0.2;3;Excellent;English;False;11;34
518;0.2;3;Near Mint;English;False;1;34
3522;0.2;3;Near Mint;English;False;1;34
530;0.2;3;Excellent;English;False;3;34
74;0.2;3;Near Mint;English;False;1;34
2595;0.2;3;Excellent;English;False;1;34
4908;0.2;3;Near Mint;English;False;1;34
524;0.2;3;Near Mint;English;False;1;34
142;0.2;3;Near Mint;English;False;1;34
521;0.2;3;Near Mint;English;False;1;34
525;0.2;3;Near Mint;English;False;1;34
527;0.2;3;Excellent;English;False;1;34
528;0.2;3;Excellent;English;False;1;34
6257;0.2;3;Good;English;False;1;34
529;0.2;3;Near Mint;English;False;1;34
6713;0.2;3;Excellent;English;False;2;34
9;0.21;3;Near Mint;English;False;2;34
533;0.22;3;Near Mint;English;False;1;34
2763;0.23;3;Near Mint;English;False;1;34
331;0.23;3;Near Mint;English;False;2;34
534;0.23;3;Near Mint;English;False;1;34
4884;0.23;3;Excellent;English;False;1;34
6494;0.24;3;Near Mint;English;False;1;34
2539;0.25;3;Near Mint;English;False;1;34
537;0.24;3;Excellent;English;False;1;34
4901;0.25;3;Excellent;Japanese;False;1;34
538;0.25;3;Excellent;English;False;1;34
282;0.25;3;Good;English;False;1;34
1269;0.25;3;Excellent;English;False;1;34
540;0.25;3;Near Mint;English;False;1;34
104;0.25;3;Near Mint;English;False;2;34
3431;0.25;3;Near Mint;English;False;1;34
411;0.25;3;Near Mint;English;False;1;34
2811;0.25;3;Near Mint;English;False;1;34
365;0.25;3;Near Mint;English;False;1;34
427;0.25;3;Near Mint;English;False;1;34
544;0.25;3;Near Mint;English;False;1;34
4912;0.25;3;Near Mint;English;False;1;34
545;0.25;3;Near Mint;English;False;1;34
4913;0.25;3;Near Mint;English;False;1;34
6127;0.25;3;Near Mint;English;False;1;34
266;0.25;3;Near Mint;English;False;1;34
4914;0.25;3;Near Mint;English;False;1;34
88;0.25;3;Near Mint;English;False;1;34
553;0.25;3;Near Mint;English;False;1;34
557;0.27;3;Near Mint;English;False;1;34
4915;0.28;3;Near Mint;English;False;1;34
560;0.29;3;Near Mint;English;False;3;34
563;0.29;3;Near Mint;English;False;1;34
423;0.29;3;Near Mint;English;False;3;34
301;0.29;3;Near Mint;English;False;1;34
279;0.29;3;Near Mint;English;False;1;34
4916;0.29;3;Near Mint;English;False;2;34
564;0.29;3;Near Mint;English;False;12;34
